Machine_ID,Factory_ID,Production_Line,Machine_Type,Installation_Year,Temperature_C,Vibration_mm_s,Pressure_bar,Voltage_V,Current_A,Humidity_Percent,Noise_dB,RPM,Torque_Nm,Power_kW,Runtime_Hours,Downtime_Hours,Production_Count,Utilization_Percent,Maintenance_Cost_USD,Ambient_Temperature,Air_Quality_Index,Dust_Level,Failure_Flag,Failure_Type,Days_To_Failure,Criticality_Level,Last_Maintenance_Date,Maintenance_Type,Maintenance_Team,Spare_Parts_Replaced,Timestamp,Day_of_Week,Month,Quarter,Energy_Consumption_kWh,Efficiency_Score,Battery_Backup_Status,Sensor_Health_Score,Predictive_Risk_Score,Remaining_Useful_Life
M04113,F070,11,Compressor,2022,28.57,10.96,11.56,222.46,141.78,68.85,52.34,2156,517.33,405.21,40938.15,1661.64,84937,91.26,10260.71,10.56,266,8.78,0,Motor Failure,193,Medium,2023-10-28 04:41:00,Emergency,Team_4,14,2024-03-21 04:41:00,Thursday,3,1,2473.57,50.58,Unavailable,73.15,46.33,1487
M03985,F008,17,Lathe,2018,112.55,1.5,6.69,303.9,60.75,60.01,78.12,4725,440.25,137.0,7368.84,754.11,70285,43.29,14912.86,22.57,105,98.04,1,Overheating,59,Critical,2023-10-03 18:12:00,Inspection,Team_7,3,2023-12-17 18:12:00,Sunday,12,4,1828.93,54.51,Available,91.71,61.9,942
M03165,F067,20,Robot,2014,46.35,13.5,6.07,321.95,37.08,66.36,107.96,1842,225.07,24.35,30535.95,3210.77,52228,41.19,3843.63,14.98,81,29.96,0,,4,Medium,2025-06-04 07:47:00,Inspection,Team_18,12,2025-11-26 07:47:00,Wednesday,11,4,9915.06,55.73,Available,96.72,88.01,1590
M03254,F073,14,Compressor,2019,21.42,17.66,8.58,396.9,117.62,80.54,105.35,4404,311.76,330.85,40043.72,2284.76,43894,64.28,14962.28,38.52,140,82.85,0,Sensor Fault,124,High,2023-05-24 18:07:00,Preventive,Team_1,1,2023-06-23 18:07:00,Friday,6,2,7678.67,74.87,Unavailable,66.32,18.45,546
M03431,F062,1,CNC,2018,87.99,10.61,2.16,317.28,138.68,59.61,57.68,1233,908.25,51.8,38388.5,1752.13,90040,45.0,12314.45,31.83,208,85.56,0,Sensor Fault,231,Low,2023-04-14 16:55:00,Inspection,Team_5,0,2023-04-22 16:55:00,Saturday,4,2,9447.01,71.95,Unavailable,95.1,33.79,1563
M03574,F024,20,Robot,2011,64.55,4.63,11.11,356.19,185.0,49.02,119.29,4343,751.0,40.18,27399.73,1277.86,52459,58.42,16671.68,31.49,173,84.18,1,Power Failure,73,Medium,2023-02-12 22:17:00,Corrective,Team_5,5,2023-05-26 22:17:00,Friday,5,2,3513.44,99.44,Unavailable,87.73,87.82,905
M04344,F072,7,Lathe,2018,84.9,9.11,3.26,265.83,107.47,66.54,62.54,1450,966.43,402.99,22501.06,4395.04,24802,62.61,9128.1,37.14,267,86.27,1,Motor Failure,172,Critical,2023-01-01 15:44:00,Corrective,Team_9,5,2023-06-28 15:44:00,Wednesday,6,2,6881.48,65.63,Unavailable,63.71,61.44,981
M02325,F052,11,Pump,2017,34.11,17.65,1.68,408.31,102.39,42.2,64.65,1794,690.69,139.12,36889.51,3021.13,41867,46.37,18135.15,42.01,115,41.66,0,Overheating,140,Medium,2023-07-26 08:41:00,Emergency,Team_15,14,2023-10-19 08:41:00,Thursday,10,4,3244.56,62.22,Unavailable,70.91,54.24,241
M00340,F031,13,Pump,2021,67.29,6.15,5.52,301.05,155.96,71.24,85.93,3093,333.34,119.55,42883.85,1167.0,39069,65.02,3183.64,18.41,188,33.11,0,Overheating,301,Critical,2023-12-17 13:48:00,Preventive,Team_4,1,2024-01-25 13:48:00,Thursday,1,1,6148.58,93.7,Available,84.83,23.93,1578
M03481,F050,20,Pump,2023,44.68,0.04,7.07,409.34,12.25,39.08,76.42,1660,709.0,74.62,16010.56,4062.68,84886,97.43,17616.15,33.99,59,35.08,0,Power Failure,168,Medium,2023-12-24 20:33:00,Inspection,Team_14,3,2024-04-22 20:33:00,Monday,4,2,8911.91,60.63,Available,79.59,58.86,57
M02474,F017,7,Compressor,2016,22.86,4.11,8.36,299.8,9.41,67.42,85.08,3027,408.1,463.76,42916.78,3279.64,61365,71.74,301.96,43.78,83,86.63,0,Sensor Fault,297,Critical,2023-06-27 10:47:00,Inspection,Team_2,11,2023-06-30 10:47:00,Friday,6,2,3253.01,77.07,Available,87.32,88.2,1971
M00943,F053,6,Robot,2021,58.05,16.03,7.71,316.95,171.2,32.15,102.0,4942,415.46,47.69,21789.08,2636.89,94819,58.75,7409.63,29.34,56,87.18,0,Bearing Failure,99,High,2024-05-03 01:49:00,Corrective,Team_19,6,2024-09-30 01:49:00,Monday,9,3,6297.28,52.71,Available,86.48,78.99,1296
M01031,F086,15,Pump,2011,83.04,9.74,2.79,464.93,109.33,76.75,109.38,2350,548.88,51.39,21826.0,3257.28,81843,91.72,6959.15,22.24,96,32.69,0,Motor Failure,112,Medium,2023-10-19 11:18:00,Inspection,Team_3,13,2024-02-24 11:18:00,Saturday,2,1,5812.45,81.13,Unavailable,65.25,63.03,1126
M01020,F075,11,Conveyor,2012,68.24,14.31,2.49,449.63,65.18,62.57,75.97,3740,441.01,409.37,38801.69,3105.78,99255,83.84,7529.31,14.47,177,80.7,0,Bearing Failure,330,Medium,2023-12-11 05:51:00,Emergency,Team_6,1,2024-03-05 05:51:00,Tuesday,3,1,8456.48,55.86,Available,89.99,84.14,1608
M01190,F014,15,Compressor,2019,32.77,19.72,4.19,203.41,17.91,42.05,74.81,818,922.93,366.68,23518.95,2810.02,63097,44.28,13985.11,12.39,57,45.44,1,Power Failure,14,Medium,2023-07-17 02:01:00,Inspection,Team_13,9,2023-07-27 02:01:00,Thursday,7,3,8070.23,50.11,Unavailable,75.7,60.11,84
M00089,F034,17,Conveyor,2016,86.25,18.45,6.57,325.2,140.9,64.37,119.07,3288,756.15,71.49,25001.83,1722.64,86388,65.45,508.05,26.17,105,7.82,0,,346,Medium,2023-06-22 03:10:00,Preventive,Team_1,8,2023-10-04 03:10:00,Wednesday,10,4,6507.44,66.74,Available,74.13,33.7,474
M00258,F018,6,Pump,2016,84.76,14.73,12.74,432.24,112.48,62.18,87.92,1370,305.45,189.83,36081.75,2320.48,14984,63.24,2760.41,20.54,283,95.39,0,Sensor Fault,45,Critical,2023-09-27 00:26:00,Preventive,Team_17,8,2024-02-29 00:26:00,Thursday,2,1,7955.58,88.16,Available,98.49,41.84,1210
M02253,F077,19,Pump,2022,28.45,13.9,4.84,362.26,18.33,84.63,89.49,3931,865.84,205.95,42515.93,4885.34,78455,84.44,3192.16,21.34,208,33.21,0,,178,Critical,2024-11-23 20:47:00,Preventive,Team_18,3,2025-01-04 20:47:00,Saturday,1,1,5578.3,71.3,Available,66.82,19.02,1264
M01181,F013,7,Lathe,2020,50.18,4.08,14.98,462.65,184.08,50.73,95.21,908,333.68,482.64,7625.15,2123.48,81542,89.61,19696.72,16.3,250,80.09,0,Motor Failure,180,Medium,2022-10-08 23:35:00,Corrective,Team_14,8,2023-03-03 23:35:00,Friday,3,1,3044.78,85.82,Unavailable,75.61,16.46,712
M03595,F052,3,Conveyor,2011,48.96,0.16,1.39,360.54,57.73,30.84,101.7,4194,392.14,17.37,38237.34,1103.25,6345,84.78,12085.47,26.32,226,95.78,0,Overheating,72,Low,2025-03-17 20:21:00,Corrective,Team_16,2,2025-07-28 20:21:00,Monday,7,3,4266.99,65.14,Available,70.73,69.19,432
M01999,F035,5,Compressor,2011,39.83,10.35,7.96,247.99,28.47,41.45,105.58,4320,107.04,341.43,41008.21,2509.81,41882,67.39,18754.29,22.75,30,30.6,0,,187,High,2023-12-28 07:07:00,Inspection,Team_2,7,2024-04-21 07:07:00,Sunday,4,2,9994.67,59.38,Available,98.71,68.44,1218
M02475,F034,9,Conveyor,2023,64.61,11.73,12.96,325.85,37.38,20.95,75.56,4689,926.28,217.76,40357.25,3558.6,78172,61.58,345.06,39.28,132,53.07,0,Motor Failure,23,Critical,2022-10-17 17:30:00,Corrective,Team_15,14,2023-03-21 17:30:00,Tuesday,3,1,9406.69,56.31,Available,95.83,47.39,1396
M03786,F011,4,Pump,2019,44.92,13.02,4.72,470.17,54.96,65.91,104.34,559,820.62,221.28,4948.37,1118.46,42010,73.82,2020.76,41.81,200,52.22,0,Sensor Fault,127,High,2023-11-17 11:24:00,Preventive,Team_5,13,2024-01-15 11:24:00,Monday,1,1,7699.06,96.3,Unavailable,79.76,73.6,1588
M01043,F038,20,Lathe,2010,106.44,4.59,9.68,401.06,44.8,55.95,118.63,4378,321.78,404.25,9021.06,691.18,39182,81.54,1437.77,27.96,274,33.58,0,Motor Failure,30,High,2023-06-04 06:59:00,Emergency,Team_20,0,2023-07-20 06:59:00,Thursday,7,3,8598.61,90.79,Unavailable,73.64,47.11,12
M03932,F002,12,CNC,2012,115.97,19.97,4.28,252.89,157.19,69.57,115.3,2881,685.49,469.15,28719.19,462.89,80437,98.06,11080.64,12.28,43,38.8,0,Power Failure,16,High,2023-06-02 08:03:00,Inspection,Team_17,7,2023-09-22 08:03:00,Friday,9,3,57.03,82.56,Unavailable,87.56,89.96,1737
M03823,F043,15,Lathe,2016,63.78,4.79,14.12,322.42,100.0,75.15,72.75,1271,455.03,342.1,34796.58,2891.94,81483,95.8,11830.8,18.21,137,14.72,0,Sensor Fault,180,High,2023-10-04 11:12:00,Emergency,Team_19,1,2024-03-28 11:12:00,Thursday,3,1,1315.28,85.44,Unavailable,86.64,40.75,383
M00481,F030,9,Robot,2013,84.4,14.4,12.55,354.52,162.54,33.9,55.99,2841,987.75,243.97,34869.48,849.92,66078,55.03,16162.36,36.32,99,1.91,0,Bearing Failure,157,Medium,2025-08-22 15:42:00,Emergency,Team_8,4,2025-12-04 15:42:00,Thursday,12,4,1696.83,92.88,Available,81.77,74.59,132
M02733,F055,6,Compressor,2022,86.54,11.12,8.02,296.42,15.74,50.27,89.27,3570,263.54,106.55,36333.96,707.09,78379,40.91,3657.66,39.1,83,89.36,0,Motor Failure,143,Medium,2025-06-05 04:18:00,Inspection,Team_18,1,2025-11-19 04:18:00,Wednesday,11,4,7368.61,81.09,Available,65.57,22.16,1764
M01244,F008,10,CNC,2019,73.73,7.96,5.84,474.43,157.44,80.61,77.42,4156,284.77,276.96,40001.16,1344.25,30951,94.51,15586.83,41.18,41,48.56,0,Sensor Fault,336,Medium,2023-07-01 19:17:00,Corrective,Team_17,2,2023-08-13 19:17:00,Sunday,8,3,7707.07,66.96,Available,86.77,72.2,1600
M00598,F003,15,Compressor,2020,41.75,7.56,4.45,468.97,7.41,35.28,102.57,2020,19.99,471.89,452.74,2487.0,44337,88.68,15626.47,32.67,107,7.0,0,,227,Medium,2023-03-19 03:41:00,Preventive,Team_19,5,2023-04-30 03:41:00,Sunday,4,2,9075.46,85.27,Unavailable,89.89,17.1,211
M01841,F087,11,Compressor,2019,73.48,17.7,9.46,373.94,147.5,85.28,79.38,1795,460.01,391.75,9232.7,743.6,86347,78.79,6494.08,31.69,104,7.11,0,Sensor Fault,118,Low,2024-10-08 22:31:00,Corrective,Team_14,0,2025-02-28 22:31:00,Friday,2,1,3622.8,58.96,Unavailable,65.66,92.49,1813
M04224,F088,7,Conveyor,2021,40.66,9.83,9.37,290.21,70.4,51.87,75.04,1936,209.57,252.33,12730.62,326.24,61600,96.73,516.72,28.76,140,62.8,0,Bearing Failure,312,High,2022-11-21 09:12:00,Inspection,Team_4,8,2023-04-13 09:12:00,Thursday,4,2,5830.51,51.42,Unavailable,77.09,45.35,1239
M03959,F047,1,Lathe,2015,46.5,18.77,9.87,359.96,27.45,67.08,105.59,4946,468.41,133.76,16136.47,3806.35,26425,53.63,2868.63,20.2,92,72.47,0,,131,High,2024-03-06 20:07:00,Corrective,Team_9,3,2024-07-11 20:07:00,Thursday,7,3,7965.99,94.88,Available,74.39,5.1,344
M03945,F023,16,Lathe,2020,64.86,10.64,13.14,341.64,190.09,24.42,101.23,3553,954.1,242.78,28286.96,3223.92,7834,92.81,8429.27,34.75,274,51.42,0,Sensor Fault,169,High,2024-09-20 13:34:00,Preventive,Team_9,0,2024-10-23 13:34:00,Wednesday,10,4,8072.78,98.43,Available,79.2,25.12,1684
M01472,F006,14,Compressor,2021,72.34,5.95,1.22,479.96,64.21,87.51,98.32,1841,718.14,108.94,31888.01,2696.76,11529,46.94,6018.38,23.48,273,33.78,0,,95,Critical,2025-04-23 03:15:00,Inspection,Team_19,5,2025-07-18 03:15:00,Friday,7,3,7083.07,90.97,Unavailable,68.57,50.26,596
M02279,F084,4,Compressor,2015,83.09,15.0,12.31,462.53,14.53,47.21,110.88,3196,744.11,461.62,778.88,3876.8,6769,53.78,13247.07,11.7,218,59.57,0,,10,Low,2023-09-15 19:12:00,Corrective,Team_7,5,2023-11-18 19:12:00,Saturday,11,4,7560.59,73.54,Available,65.96,54.35,699
M04538,F001,2,CNC,2012,22.04,18.13,9.33,286.98,196.89,77.16,58.99,1729,602.22,484.29,43144.76,3293.44,51776,74.0,1676.57,27.76,241,97.86,1,Bearing Failure,42,High,2023-07-06 23:27:00,Emergency,Team_8,0,2023-07-16 23:27:00,Sunday,7,3,1695.1,67.53,Unavailable,60.79,94.13,964
M03398,F032,15,CNC,2018,59.97,5.74,14.41,291.33,28.92,21.86,87.84,3210,984.78,14.36,47308.51,2217.56,33470,46.95,4440.55,35.08,131,50.3,1,Bearing Failure,328,Low,2024-10-20 02:23:00,Preventive,Team_1,12,2025-01-29 02:23:00,Wednesday,1,1,3445.22,80.28,Unavailable,67.44,57.8,15
M00836,F089,4,Lathe,2015,77.95,12.62,3.28,363.54,100.93,89.14,78.84,3756,477.66,183.66,46576.8,4359.35,29985,90.41,1153.35,44.82,28,13.4,0,Motor Failure,283,Medium,2025-06-29 04:35:00,Corrective,Team_11,0,2025-09-01 04:35:00,Monday,9,3,1535.47,56.13,Available,90.99,5.22,708
M00206,F087,9,Conveyor,2021,79.1,3.88,10.23,477.08,74.48,78.57,105.59,4273,172.49,101.87,26329.7,3301.65,16065,61.69,15636.12,30.35,101,15.55,1,,360,Critical,2023-05-16 13:15:00,Preventive,Team_13,12,2023-08-11 13:15:00,Friday,8,3,8075.74,86.58,Unavailable,70.44,2.03,1805
M02516,F024,20,Compressor,2012,76.94,15.69,4.15,414.18,142.16,56.05,108.76,4047,541.23,163.37,9839.8,2108.36,7673,93.15,9893.25,23.57,40,7.69,0,Power Failure,302,Low,2024-11-24 11:16:00,Corrective,Team_8,14,2025-01-05 11:16:00,Sunday,1,1,5854.77,69.9,Available,76.6,91.31,1932
M03943,F072,16,CNC,2019,52.53,5.45,10.17,403.58,55.2,21.25,69.88,3358,108.04,487.87,235.26,1504.7,13961,97.13,8075.27,12.93,99,55.21,0,Power Failure,189,Low,2023-01-04 14:27:00,Inspection,Team_18,14,2023-03-28 14:27:00,Tuesday,3,1,6622.57,57.55,Available,97.08,55.35,96
M01308,F075,15,Pump,2023,51.53,15.08,5.99,342.31,159.44,46.83,58.02,1498,700.69,214.1,7409.43,4837.77,82293,44.26,690.63,39.5,126,99.19,0,Bearing Failure,302,Critical,2023-05-30 05:28:00,Corrective,Team_13,14,2023-07-20 05:28:00,Thursday,7,3,5108.89,82.83,Available,81.59,7.24,642
M01166,F045,7,Compressor,2017,93.68,0.24,13.02,316.8,37.72,54.91,119.05,1753,183.05,312.97,26522.65,1622.4,73727,46.81,7736.47,35.35,255,90.91,0,Sensor Fault,88,High,2023-04-13 02:11:00,Emergency,Team_18,0,2023-08-28 02:11:00,Monday,8,3,53.8,89.98,Unavailable,82.07,69.26,446
